price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,shipping_is_express,countries_shipped_to,has_urgency_banner,origin_country,merchant_rating_count,merchant_rating,merchant_has_profile_picture
11.0,30,1,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,armygreen,XS,10,2,0,33,0.0,CN,1380,4.007246376811594,0
3.7,47,100,1,3.18,11,4.0,1.0,1.0,3.0,2.0,0,0,0,0,pink,XXS,9,1,0,38,0.0,CN,359,3.4094707520891365,0
14.0,12,5000,1,3.75,1892,780.0,431.0,317.0,147.0,217.0,0,0,0,0,black,M,48,3,0,37,0.0,CN,16447,4.030461482337205,0
11.0,10,5000,1,4.26,1273,735.0,295.0,134.0,55.0,54.0,1,0,1,0,multicolor,XS,50,2,0,38,1.0,CN,67171,4.1023209420732165,0
18.0,16,1000,1,3.63,477,181.0,112.0,75.0,43.0,66.0,1,0,0,1,yellow,S,50,5,0,27,1.0,CN,2116,4.146030245746692,0
12.0,118,20000,1,4.29,4266,2611.0,850.0,449.0,145.0,211.0,1,0,1,0,black,S,50,3,0,38,0.0,CN,165915,4.256076906849893,0
14.0,43,1000,1,4.05,167,93.0,32.0,18.0,5.0,19.0,0,0,0,0,leopard,S,50,3,0,43,0.0,CN,22711,3.8720443837787855,0
8.0,75,50,0,4.33,3,1.0,2.0,0.0,0.0,0.0,0,0,0,0,black,S,50,3,0,41,0.0,CN,4773,4.002933165723864,0
1.77,2,10000,1,4.03,510,267.0,103.0,67.0,35.0,38.0,0,0,0,0,white,2pcs,50,1,0,45,0.0,CN,783,4.237547892720307,0
3.73,9,5000,0,4.14,856,475.0,171.0,112.0,49.0,49.0,0,0,0,0,grey,S,50,1,0,44,0.0,CN,2293,4.145660706498037,0
8.0,22,100,0,3.92,12,7.0,1.0,2.0,0.0,2.0,0,0,0,0,black,S,47,2,0,43,1.0,CN,65189,4.049640276733805,0
18.0,27,5000,1,4.09,1903,994.0,449.0,234.0,85.0,141.0,0,0,0,0,blue,M,50,5,0,42,0.0,CN,15855,4.052917060864081,0
4.0,4,100,1,4.07,46,23.0,12.0,6.0,1.0,4.0,0,0,0,0,yellow,S,50,1,0,48,0.0,CN,32168,3.8845436458592384,0
5.68,7,10000,0,3.89,1232,588.0,250.0,188.0,81.0,125.0,0,0,0,0,blue,XXXL,50,1,0,41,0.0,CN,7544,4.05448038176034,0
14.0,12,5000,1,4.06,643,365.0,109.0,73.0,33.0,63.0,0,0,0,0,navyblue,XXS,2,3,0,43,1.0,CN,80093,4.006692220293909,0
1.75,6,50,1,3.0,2,0.0,1.0,0.0,1.0,0.0,0,0,0,0,black,XXS,1,1,0,35,0.0,CN,2782,4.06901509705248,0
14.0,84,100,1,4.13,60,35.0,10.0,7.0,4.0,4.0,0,0,0,0,white,S,2,3,0,43,0.0,CN,849,3.7078916372202593,0
8.0,7,1000,1,2.75,127,29.0,17.0,19.0,17.0,45.0,0,0,0,0,claret,XXS,5,3,0,25,0.0,CN,9470,3.9568109820485744,0
6.0,9,10000,0,4.04,2211,1123.0,468.0,354.0,117.0,149.0,0,0,0,0,pink,S,50,2,0,41,0.0,CN,55089,4.032946686271306,1
5.89,5,5000,0,3.25,392,127.0,65.0,69.0,40.0,91.0,0,0,0,0,red,XS,2,2,0,24,0.0,CN,4295,3.8495925494761347,0
5.0,5,1000,1,3.77,435,191.0,87.0,69.0,41.0,47.0,0,0,0,0,white,M,50,1,0,39,0.0,CN,3883,4.288179242853464,0
2.71,3,20000,0,4.03,7022,3502.0,1523.0,1145.0,416.0,436.0,0,0,0,0,grey,S,50,1,0,38,1.0,CN,151249,4.04915734980066,0
11.0,10,100,0,5.0,3,3.0,0.0,0.0,0.0,0.0,0,0,0,0,blue,30 cm,3,2,0,42,0.0,CN,299,4.247491638795987,0
16.0,14,100,0,4.1,10,6.0,1.0,2.0,0.0,1.0,0,0,0,0,blue,S,50,4,0,44,0.0,CN,16803,4.1550318395524615,0
7.0,26,5000,0,4.01,542,283.0,111.0,69.0,29.0,50.0,0,0,0,0,white,S,50,2,0,37,0.0,CN,8242,4.216694976947343,0
4.0,4,50,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,blue,XS,20,1,0,44,1.0,CN,254,3.515748031496063,0
6.0,6,100,1,3.13,8,3.0,1.0,1.0,0.0,3.0,0,0,0,0,pink,S,50,2,0,41,0.0,CN,18877,4.079885575038406,0
8.0,17,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,white,S,50,3,0,48,1.0,CN,8,3.625,0
4.0,4,100,1,4.24,41,25.0,6.0,7.0,1.0,2.0,1,0,1,0,winered,S,50,1,0,50,0.0,CN,3053,3.8584998362266623,0
11.0,20,10000,0,3.92,2841,1352.0,636.0,397.0,185.0,271.0,0,0,0,0,blue,S,16,3,0,41,1.0,CN,12371,3.871635276048824,0
12.0,59,5000,0,3.47,371,137.0,64.0,69.0,40.0,61.0,0,0,0,0,white,S,50,3,0,41,0.0,CN,3592,4.062360801781737,0
11.0,11,1000,0,2.99,228,59.0,38.0,36.0,32.0,63.0,0,0,0,0,winered,S,50,2,0,17,0.0,CN,5264,4.032864741641338,0
1.91,2,10000,0,4.05,697,385.0,125.0,81.0,48.0,58.0,0,0,0,0,blue,XS,2,1,0,22,0.0,CN,2399,4.1054606085869105,0
5.7,58,50000,0,3.45,8164,2936.0,1396.0,1547.0,970.0,1315.0,0,0,0,0,black,XL,50,1,0,45,0.0,CN,96276,4.096233744650797,0
8.0,17,5000,0,4.47,907,601.0,187.0,84.0,16.0,19.0,1,0,1,0,black,S,50,2,0,40,0.0,CN,1963,4.397350993377484,0
9.0,8,1000,0,3.58,81,29.0,20.0,13.0,7.0,12.0,0,0,0,0,purple,S,50,3,0,43,0.0,CN,13814,3.8568843202548138,0
5.72,9,100,0,2.5,4,1.0,0.0,0.0,2.0,1.0,0,0,0,0,grey,XS,5,1,0,33,0.0,CN,1373,3.899490167516388,0
2.0,10,100,0,3.2,10,3.0,1.0,3.0,1.0,2.0,0,0,0,0,white,XXS,1,1,0,41,1.0,CN,8225,3.99063829787234,0
9.0,9,1000,0,4.16,129,81.0,19.0,12.0,3.0,14.0,0,0,0,0,purple,S,50,3,0,43,0.0,CN,16527,3.9401585284685674,0
15.0,13,10,0,4.0,4,2.0,1.0,0.0,1.0,0.0,0,0,0,0,white,S,50,4,0,42,0.0,CN,331,4.021148036253776,0
20.0,17,50,0,4.17,12,7.0,2.0,2.0,0.0,1.0,0,0,0,0,red,S,50,6,0,36,0.0,CN,26,3.9230769230769234,0
6.0,9,1000,1,3.67,304,126.0,66.0,44.0,23.0,45.0,0,0,0,0,white,S,50,2,0,42,0.0,CN,3300,4.0242424242424235,0
3.0,3,1000,1,3.08,109,26.0,25.0,17.0,14.0,27.0,0,0,0,0,black,XXS,1,1,0,38,0.0,CN,7936,3.964591733870968,0
9.0,10,10000,0,4.15,2587,1511.0,479.0,275.0,115.0,207.0,0,0,0,0,red,XS,50,3,0,31,1.0,CN,5808,4.306990358126721,0
8.0,8,10000,1,3.98,1612,777.0,367.0,241.0,112.0,115.0,0,0,0,0,black,S,50,3,0,42,0.0,CN,35262,3.9394815949180417,0
12.0,75,100,1,2.82,28,7.0,3.0,6.0,2.0,10.0,0,0,0,0,whitefloral,XS,1,3,0,38,0.0,US,29,3.034482758620689,0
11.0,13,100,1,3.8,5,2.0,2.0,0.0,0.0,1.0,0,0,0,0,blue,XL,10,2,0,41,1.0,CN,23832,4.020434709634105,0
9.0,22,100,1,3.3,10,2.0,2.0,4.0,1.0,1.0,0,0,0,0,white,S,50,3,0,43,0.0,CN,16099,3.9514876700416175,1
7.0,6,1000,0,4.33,144,91.0,28.0,15.0,2.0,8.0,1,0,1,0,white,M,50,2,0,34,0.0,CN,10963,4.323907689501049,0
5.92,9,100,1,3.71,17,7.0,3.0,4.0,1.0,2.0,0,0,0,0,blue,XS,18,1,0,43,0.0,CN,5106,4.2128867998433215,0
8.0,48,1000,0,4.34,794,500.0,152.0,86.0,26.0,30.0,1,0,1,0,blue,XS,50,2,0,9,0.0,CN,3403,4.337349397590361,0
11.0,134,100,1,3.54,28,7.0,11.0,4.0,2.0,4.0,0,0,0,0,black,S,50,3,0,46,1.0,CN,1926,4.071651090342678,0
8.0,7,10000,1,3.62,2069,884.0,343.0,331.0,184.0,327.0,0,0,0,0,black,5XL,50,3,0,38,1.0,CN,12006,3.9012160586373485,0
15.0,115,50000,1,3.94,6735,3278.0,1411.0,998.0,431.0,617.0,0,0,0,0,white,M,2,4,0,38,0.0,CN,165915,4.256076906849893,0
8.0,7,20000,1,3.59,2189,917.0,374.0,331.0,223.0,344.0,0,0,0,0,beige,M,38,2,0,23,0.0,CN,12309,4.0451702006661785,1
1.68,2,1000,1,3.95,238,129.0,42.0,27.0,7.0,33.0,0,0,0,0,red,33,1,1,0,23,0.0,CN,12309,4.0451702006661785,1
24.0,59,1000,1,4.21,762,461.0,150.0,64.0,24.0,63.0,0,0,0,0,beige,,50,6,0,26,0.0,CN,4084,4.308276199804114,0
5.65,26,100,0,3.67,33,14.0,7.0,4.0,3.0,5.0,0,0,0,0,blue,M,50,1,0,32,0.0,CN,3028,4.299207397622193,0
13.0,11,100,0,4.35,26,18.0,4.0,1.0,1.0,2.0,1,0,1,0,pink & white,XS,50,3,0,139,1.0,US,21,4.047619047619048,0
16.0,106,100,0,4.07,76,38.0,21.0,5.0,8.0,4.0,0,0,0,0,white,M,50,5,0,40,0.0,CN,15551,4.2336827213684005,0
5.83,5,100,0,4.36,22,13.0,5.0,3.0,1.0,0.0,0,0,0,0,yellow,XS,3,1,0,24,0.0,CN,17471,3.952836128441417,0
7.0,7,5000,0,3.32,579,190.0,108.0,94.0,70.0,117.0,0,0,0,0,black,XS,50,2,0,31,0.0,CN,4213,4.0583906954664135,0
8.0,27,5000,1,3.98,921,447.0,203.0,145.0,62.0,64.0,0,0,0,0,black,S,1,3,0,43,0.0,CN,41906,4.2164129241636035,0
14.0,12,5000,1,4.06,643,365.0,109.0,73.0,33.0,63.0,0,0,0,0,navyblue,XXS,2,3,0,43,0.0,CN,80093,4.006692220293909,0
5.65,9,5000,0,4.23,1002,590.0,195.0,124.0,41.0,52.0,0,0,0,0,winered,L,50,2,0,20,1.0,CN,5534,4.088904951210696,0
1.8,2,1000,1,3.68,76,35.0,10.0,13.0,8.0,10.0,0,0,0,0,lightgreen,XS,4,1,0,20,0.0,CN,4230,4.041371158392435,0
7.0,6,100,1,3.0,22,5.0,3.0,7.0,1.0,6.0,0,0,0,0,black,XXL,50,2,0,41,1.0,CN,3060,3.9349673202614377,0
1.75,6,50,1,3.0,2,0.0,1.0,0.0,1.0,0.0,0,0,0,0,black,XXS,1,1,0,35,1.0,CN,2782,4.06901509705248,0
9.0,108,1000,0,4.06,252,136.0,52.0,31.0,10.0,23.0,0,0,0,0,black,S,50,3,0,42,0.0,CN,5934,3.849511290866195,0
12.0,11,1000,0,3.49,201,73.0,44.0,29.0,18.0,37.0,0,0,0,0,blue,M,50,3,0,139,0.0,CN,779,3.776636713735559,0
8.0,7,1000,0,3.84,132,56.0,34.0,20.0,9.0,13.0,0,0,0,0,white,S,50,2,0,31,0.0,CN,2055,3.8379562043795623,1
5.0,5,100,0,4.5,6,4.0,1.0,1.0,0.0,0.0,0,0,0,0,pink,S,50,2,0,45,1.0,CN,10600,3.8675471698113206,0
11.0,10,1000,1,3.74,54,23.0,11.0,10.0,3.0,7.0,0,0,0,0,black,XS,50,3,0,41,0.0,CN,73271,3.954443094812409,1
8.0,7,10000,0,3.54,2006,748.0,417.0,331.0,194.0,316.0,0,0,0,0,white,XS,50,3,0,31,1.0,CN,13946,4.000143410296859,0
7.0,6,100,0,4.0,6,3.0,1.0,1.0,1.0,0.0,0,0,0,0,beige,XS,7,2,0,24,1.0,CN,1559,4.039127645926877,0
6.0,13,1000,0,3.51,79,26.0,17.0,18.0,7.0,11.0,0,0,0,0,pink,S,50,2,0,43,0.0,CN,13979,3.870734673438729,1
6.0,22,1000,1,4.19,201,108.0,50.0,27.0,6.0,10.0,0,0,0,0,blue,100 x 100cm(39.3 x 39.3inch),3,2,0,55,1.0,CN,3439,4.417272462925268,0
13.0,25,100,1,3.42,79,29.0,16.0,10.0,7.0,17.0,0,0,0,0,rosered,S,50,3,0,41,1.0,CN,27764,3.9504034000864423,1
7.0,50,1000,1,4.08,408,212.0,89.0,56.0,29.0,22.0,0,0,0,0,black,S,50,2,0,41,1.0,CN,12763,3.9674841338243367,0
13.0,11,1000,1,3.5,64,28.0,7.0,9.0,9.0,11.0,0,0,0,0,red,S,10,3,0,30,0.0,CN,12919,4.024460097530769,0
12.0,14,50,0,3.88,8,2.0,4.0,1.0,1.0,0.0,0,0,0,0,black,S,50,3,0,22,0.0,CN,52,3.8846153846153846,0
5.71,13,1000,1,4.23,317,194.0,59.0,29.0,13.0,22.0,1,0,1,0,red,S,50,1,0,38,0.0,CN,3709,4.242653006201133,0
11.0,51,100,1,3.0,4,1.0,1.0,0.0,1.0,1.0,0,0,0,0,white,S,50,2,0,43,0.0,CN,17222,4.001277435837881,1
3.79,49,20000,0,3.93,8412,4299.0,1527.0,1177.0,527.0,882.0,0,0,0,0,red,XS,2,1,0,8,0.0,CN,56999,4.0468253829014555,0
8.0,10,100,0,3.39,18,5.0,6.0,1.0,3.0,3.0,0,0,0,0,navyblue,XS,3,2,0,23,0.0,CN,290,3.682758620689655,0
2.0,3,20000,0,4.09,6689,3566.0,1389.0,942.0,352.0,440.0,0,0,0,0,white,S,50,1,0,38,0.0,CN,151249,4.04915734980066,0
6.0,22,1000,0,3.74,518,240.0,89.0,77.0,37.0,75.0,0,0,0,0,yellow,S,50,2,0,38,1.0,CN,4233,4.016772974249941,0
6.0,6,50,0,4.2,15,9.0,2.0,3.0,0.0,1.0,0,0,0,0,white & green,XS,5,2,0,20,0.0,CN,144,3.7222222222222223,0
13.0,11,100,0,3.75,4,1.0,1.0,2.0,0.0,0.0,0,0,0,0,winered,XS,35,3,0,43,0.0,CN,18029,4.1006156747462414,0
8.0,25,1000,1,4.25,220,136.0,35.0,28.0,9.0,12.0,0,0,0,0,pink,M,50,3,0,43,0.0,CN,4072,3.9002946954813367,0
7.0,6,100,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,tan,XS,50,2,0,140,0.0,AT,0,5.0,0
11.0,10,5000,0,4.05,654,340.0,129.0,106.0,35.0,44.0,0,0,0,0,black,M,14,3,0,54,0.0,CN,8117,4.064925465073303,0
11.0,152,1000,0,3.91,808,381.0,180.0,110.0,68.0,69.0,0,0,0,0,blue,XS,50,2,0,43,0.0,CN,87178,3.9083599073160666,0
8.0,7,5000,1,3.8,757,360.0,132.0,116.0,55.0,94.0,0,0,0,0,grey,S,50,3,0,44,0.0,CN,246312,4.2037253564584764,0
1.65,2,1000,1,3.67,191,89.0,26.0,31.0,14.0,31.0,0,0,0,0,white,XXS,1,1,0,38,0.0,CN,5654,3.9587902370003536,0
8.0,22,10000,0,3.7,904,395.0,177.0,135.0,64.0,133.0,0,0,0,0,black,S,50,3,0,43,1.0,CN,6651,4.084799278304016,0
12.0,11,1000,1,3.76,899,390.0,198.0,130.0,65.0,116.0,0,0,0,0,white,S,20,3,0,43,0.0,CN,1990,4.046733668341709,0
9.0,8,10000,1,3.84,1982,938.0,384.0,292.0,136.0,232.0,0,0,0,0,white,M,50,3,0,30,0.0,CN,66644,4.137581777804454,1
8.0,7,20000,0,3.33,3216,1138.0,523.0,521.0,324.0,710.0,0,0,0,0,black,M,50,2,0,43,0.0,CN,54504,3.80168428005284,1
5.0,51,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,black,XS,1,1,0,36,0.0,CN,295,3.9898305084745758,0
11.0,50,100,1,3.0,9,2.0,1.0,3.0,1.0,2.0,0,0,0,0,black,S,50,3,0,36,0.0,CN,17,2.9411764705882355,0
11.0,10,1000,0,4.29,410,247.0,89.0,40.0,15.0,19.0,0,0,0,0,blue,XS,50,2,0,21,0.0,CN,1733,3.8424697057126367,0
9.0,8,5000,0,3.75,429,185.0,83.0,81.0,30.0,50.0,0,0,0,0,red,S,50,3,0,41,0.0,CN,1029,3.8211856171039846,0
7.0,13,10000,0,3.12,567,170.0,89.0,91.0,72.0,145.0,0,0,0,0,armygreen,M,50,2,0,42,1.0,CN,5934,3.849511290866195,0
6.0,6,100,0,3.93,41,20.0,7.0,9.0,1.0,4.0,0,0,0,0,black,S,50,2,0,38,0.0,CN,151249,4.04915734980066,0
7.0,14,100,0,4.24,50,29.0,12.0,4.0,2.0,3.0,0,0,0,0,red,L,50,2,0,43,1.0,CN,1160,4.143965517241379,0
1.65,2,1000,1,3.67,191,89.0,26.0,31.0,14.0,31.0,0,0,0,0,white,XXS,1,1,0,38,1.0,CN,5654,3.9587902370003536,0
11.0,106,20000,1,3.92,10150,4974.0,2091.0,1409.0,655.0,1021.0,1,0,0,1,white,S,12,3,0,45,1.0,CN,25093,4.068664567807756,1
11.0,85,1000,1,4.08,454,231.0,118.0,49.0,21.0,35.0,0,0,0,0,green,S,50,3,0,40,1.0,CN,895,4.334078212290502,0
7.0,6,1000,0,4.12,442,220.0,111.0,72.0,23.0,16.0,0,0,0,0,black,S,50,2,0,47,1.0,CN,1369,4.06135865595325,0
8.0,72,1000,0,4.01,153,85.0,22.0,24.0,7.0,15.0,0,0,0,0,white & black,S,50,2,0,41,0.0,CN,4136,3.91247582205029,0
15.0,13,5000,0,3.95,1632,836.0,306.0,221.0,103.0,166.0,0,0,0,0,blue,S,34,4,0,41,0.0,CN,32323,4.040497478575627,0
9.0,46,100,0,4.86,7,6.0,1.0,0.0,0.0,0.0,0,0,0,0,,100pcs,30,3,0,74,0.0,CN,2228,4.228007181328547,0
7.0,6,10000,0,4.41,3078,2050.0,550.0,276.0,87.0,115.0,1,0,1,0,rosered,S,2,2,0,17,0.0,CN,11264,4.101384943181818,0
11.0,10,100,1,3.08,39,11.0,8.0,3.0,7.0,10.0,0,0,0,0,pink,XS,3,2,0,47,0.0,CN,103,3.6893203883495143,0
6.0,10,1000,0,3.0,87,22.0,10.0,23.0,10.0,22.0,0,0,0,0,yellow,XS,3,2,0,20,0.0,CN,232,3.6767241379310343,0
8.0,10,100,0,4.07,58,27.0,18.0,7.0,2.0,4.0,0,0,0,0,white & green,XS,3,2,0,23,1.0,CN,123,4.0406504065040645,0
2.0,2,100,1,2.92,12,2.0,2.0,4.0,1.0,3.0,0,0,0,0,lightblue,XL,1,1,0,25,1.0,CN,366,3.9754098360655736,0
8.0,13,100,0,4.04,57,29.0,16.0,2.0,5.0,5.0,0,0,0,0,grey,M,50,2,0,51,0.0,CN,4516,4.231842338352524,0
22.0,159,1000,0,4.04,235,127.0,49.0,26.0,7.0,26.0,0,0,0,0,black,S,50,5,0,80,0.0,CN,541,4.097966728280961,0
11.0,10,1000,0,3.89,140,66.0,35.0,15.0,5.0,19.0,0,0,0,0,white,XS,50,3,0,42,0.0,CN,124563,4.193588786397245,0
6.0,6,1000,1,3.73,142,56.0,32.0,30.0,8.0,16.0,0,0,0,0,yellow,S,50,2,0,50,0.0,CN,3053,3.8584998362266623,0
6.0,38,5000,0,4.22,958,571.0,171.0,116.0,53.0,47.0,0,0,0,0,black,M,50,2,0,40,1.0,CN,213709,4.2938996485875665,0
9.0,50,100,1,3.84,37,16.0,10.0,3.0,5.0,3.0,0,0,0,0,grey,S,50,3,0,42,0.0,CN,3237,3.948409020698177,0
12.0,11,20000,1,3.64,1711,702.0,339.0,272.0,144.0,254.0,0,0,0,0,black,S,29,3,0,36,0.0,CN,55499,4.138885385322259,0
6.0,6,20000,1,3.71,2706,1095.0,597.0,464.0,222.0,328.0,0,0,0,0,black,XXS,49,2,0,38,1.0,CN,6714,4.0732797140303845,0
9.0,33,5000,0,3.81,719,356.0,111.0,103.0,59.0,90.0,0,0,0,0,black,S,50,3,0,45,0.0,CN,139788,4.166509285489456,0
18.0,47,100,0,4.62,34,27.0,4.0,1.0,1.0,1.0,2,1,0,1,black,2XL,5,5,0,82,0.0,CN,1465,4.2266211604095565,1
11.0,108,5000,0,2.95,299,72.0,47.0,59.0,36.0,85.0,0,0,0,0,orange,S,50,3,0,52,0.0,CN,2608,3.8730828220858897,0
13.0,13,1000,0,3.7,332,149.0,56.0,57.0,20.0,50.0,0,0,0,0,black,S,10,3,0,52,1.0,US,4048,4.0644762845849804,0
11.0,38,20000,1,3.66,8971,3598.0,1821.0,1607.0,808.0,1137.0,0,0,0,0,black,S,50,2,0,42,0.0,CN,73701,4.105127474525448,0
11.0,10,1000,0,4.09,100,59.0,16.0,10.0,5.0,10.0,0,0,0,0,purple,XXS,4,2,0,20,0.0,CN,6300,4.078095238095238,0
11.0,10,100,0,4.14,51,29.0,9.0,8.0,1.0,4.0,0,0,0,0,white,S,50,2,0,43,0.0,CN,16994,4.2636812992821005,1
9.0,34,50,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,white,S,6,3,0,41,0.0,CN,14676,4.07420278004906,0
6.0,7,50,0,2.67,3,1.0,0.0,0.0,1.0,1.0,0,0,0,0,pink,S,46,2,0,8,0.0,CN,1374,4.0589519650655035,0
2.83,3,20000,1,3.62,1742,732.0,322.0,264.0,147.0,277.0,0,0,0,0,grey,XS,5,1,0,20,0.0,SG,3791,3.918754945924558,0
7.0,159,5000,0,3.39,1632,584.0,289.0,276.0,149.0,334.0,0,0,0,0,armygreen,S,50,2,0,41,0.0,CN,8547,4.081783081783081,0
15.0,28,100,1,3.23,69,25.0,9.0,8.0,11.0,16.0,0,0,0,0,blue,S,50,4,0,51,0.0,CN,897,3.8506131549609814,0
14.0,68,5000,1,3.44,734,248.0,153.0,135.0,67.0,131.0,1,1,0,0,white,S,50,3,0,40,0.0,CN,13075,4.226462715105162,0
12.0,14,10,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,black,S,50,3,0,22,0.0,CN,52,3.8846153846153846,0
5.8100000000000005,30,100,0,2.61,18,3.0,2.0,5.0,1.0,7.0,0,0,0,0,green,XS,3,2,0,41,0.0,CN,26473,3.8947606995807047,0
16.0,22,100,1,3.15,72,20.0,17.0,9.0,6.0,20.0,0,0,0,0,grey,M,39,4,0,34,0.0,CN,79,3.4177215189873418,0
7.0,6,100,0,3.8,61,28.0,11.0,12.0,2.0,8.0,0,0,0,0,black,S,50,2,0,45,0.0,CN,139607,4.2163859978367855,0
8.0,42,1000,0,3.95,449,230.0,87.0,60.0,25.0,47.0,0,0,0,0,Black,M,50,2,0,40,0.0,CN,47981,4.025364206665138,0
12.0,13,10000,0,3.56,893,364.0,140.0,157.0,92.0,140.0,0,0,0,0,white,S,50,3,0,42,0.0,CN,117487,4.087737366687378,0
11.0,76,1000,1,4.1,364,212.0,61.0,38.0,20.0,33.0,1,1,0,0,floral,S,50,2,0,40,0.0,CN,6343,4.149140785117452,0
11.0,14,1000,0,3.93,651,333.0,114.0,97.0,39.0,68.0,0,0,0,0,leopard,S,19,3,0,83,1.0,CN,6383,4.2794924016919955,0
5.69,5,5000,0,3.61,437,183.0,80.0,63.0,42.0,69.0,0,0,0,0,red,M,50,2,0,39,0.0,CN,2114,4.227530747398297,0
12.0,11,100,1,3.28,40,10.0,11.0,8.0,2.0,9.0,0,0,0,0,black,4XL,50,3,0,38,0.0,CN,7936,3.964591733870968,0
7.0,6,100,0,3.6,25,10.0,4.0,5.0,3.0,3.0,0,0,0,0,black,S,50,2,0,127,1.0,CN,483,4.155279503105589,0
7.0,13,50000,1,3.35,9075,2998.0,1514.0,1827.0,1136.0,1600.0,0,0,0,0,gray,S,50,2,0,40,0.0,,839882,4.103759813878616,0
5.66,5,10000,1,4.29,2068,1245.0,418.0,247.0,68.0,90.0,1,0,1,0,grey,2XL,50,1,0,138,0.0,CN,2174765,4.356187909958088,0
8.0,7,20000,0,3.39,2877,1046.0,453.0,522.0,289.0,567.0,0,0,0,0,,S,50,2,0,47,0.0,CN,402743,4.156715324661136,1
5.0,5,10000,1,3.88,1109,555.0,182.0,172.0,81.0,119.0,0,0,0,0,pink,M,2,2,0,50,0.0,CN,59903,4.153665091898569,1
14.0,13,5000,0,4.16,2082,1201.0,398.0,241.0,94.0,148.0,0,0,0,0,black,S,50,3,0,31,0.0,CN,5841,4.2177709296353365,0
6.0,47,1000,0,4.28,134,84.0,19.0,22.0,2.0,7.0,0,0,0,0,multicolor,S,50,2,0,43,0.0,CN,25914,3.862313807208458,0
8.0,7,10000,0,4.02,2694,1383.0,591.0,342.0,153.0,225.0,0,0,0,0,navy blue,S,50,3,0,31,0.0,CN,10258,4.243712224605186,1
5.83,5,100,0,4.36,22,13.0,5.0,3.0,1.0,0.0,0,0,0,0,yellow,XS,3,1,0,24,0.0,CN,17471,3.952836128441417,0
11.0,21,1000,0,4.08,545,295.0,113.0,65.0,27.0,45.0,0,0,0,0,white,2XL,17,3,0,70,1.0,CN,33303,3.981623277182236,0
1.85,11,100,0,3.9,97,49.0,16.0,14.0,9.0,9.0,0,0,0,0,black,XXS,2,1,0,40,0.0,,91631,3.83793694273772,1
9.0,8,5000,1,3.61,1926,740.0,405.0,345.0,164.0,272.0,0,0,0,0,black,XXL,50,3,0,41,0.0,CN,73271,3.954443094812409,1
8.0,56,10000,1,3.59,1285,469.0,286.0,252.0,94.0,184.0,0,0,0,0,black,M,50,3,0,36,0.0,CN,1260,3.795238095238095,0
3.0,3,50000,0,3.81,11408,5065.0,2342.0,1964.0,890.0,1147.0,0,0,0,0,wine red,S,50,1,0,38,1.0,CN,151249,4.04915734980066,0
6.0,17,5000,1,3.9,813,387.0,168.0,120.0,65.0,73.0,0,0,0,0,white,XS,50,2,0,38,0.0,CN,22765,4.238172633428508,0
3.86,6,50,0,4.0,6,3.0,0.0,3.0,0.0,0.0,0,0,0,0,white,XS,4,1,0,20,0.0,CN,4098,3.8609077598828696,0
9.0,8,5000,0,4.03,827,445.0,159.0,103.0,45.0,75.0,0,0,0,0,black,S,50,3,0,42,0.0,CN,124563,4.193588786397245,0
5.89,5,5000,0,3.25,392,127.0,65.0,69.0,40.0,91.0,0,0,0,0,red,XS,2,2,0,24,1.0,CN,4295,3.8495925494761347,0
11.0,17,1000,0,3.62,462,189.0,89.0,74.0,41.0,69.0,0,0,0,0,mintgreen,M,50,3,0,36,1.0,CN,5880,4.136394557823128,0
8.0,7,20000,1,3.95,9337,4487.0,1955.0,1532.0,658.0,705.0,0,0,0,0,black,XXL,50,2,0,38,0.0,CN,40245,3.997589762703442,0
8.0,140,10000,1,4.17,1910,1141.0,329.0,212.0,88.0,140.0,0,0,0,0,blue,S,50,3,0,19,0.0,CN,2050,4.1678048780487815,0
11.0,168,10,0,3.33,3,0.0,2.0,0.0,1.0,0.0,0,0,0,0,white,S,3,3,0,33,0.0,CN,47,3.914893617021277,0
11.0,168,10,0,3.33,3,0.0,2.0,0.0,1.0,0.0,0,0,0,0,white,S,3,3,0,33,1.0,CN,47,3.914893617021277,0
8.0,7,100,0,2.0,2,0.0,0.0,1.0,0.0,1.0,0,0,0,0,black,XXS,46,3,0,41,1.0,CN,14676,4.07420278004906,0
2.0,8,50,0,3.88,8,5.0,1.0,0.0,0.0,2.0,0,0,0,0,gray,XXS,1,1,0,40,1.0,CN,7248,3.9430187637969096,0
5.66,5,100,1,3.41,27,8.0,8.0,4.0,1.0,6.0,0,0,0,0,black,XXL,50,1,0,48,0.0,CN,1129,3.83348095659876,0
